"ZIP
code [1]",Size of adjusted gross income,Number of returns
12832,"$25,000 under $50,000",700
12832,"$50,000 under $75,000",450
12832,"$75,000 under $100,000",250
12832,"$100,000 under $200,000",240
12832,"$200,000 or more",20
,,
12833,,"2,270"
12833,"$1 under $25,000",710
12833,"$25,000 under $50,000",520
12833,"$50,000 under $75,000",310
12833,"$75,000 under $100,000",220
12833,"$100,000 under $200,000",380
12833,"$200,000 or more",130
,,
12834,,"3,220"
12834,"$1 under $25,000",1130
12834,"$25,000 under $50,000",750
12834,"$50,000 under $75,000",470
12834,"$75,000 under $100,000",360
12834,"$100,000 under $200,000",440
12834,"$200,000 or more",70
,,
12835,,"1,280"
12835,"$1 under $25,000",470
12835,"$25,000 under $50,000",300
12835,"$50,000 under $75,000",220
12835,"$75,000 under $100,000",150
12835,"$100,000 under $200,000",140
12835,"$200,000 or more",**
,,
12836,,290
12836,"$1 under $25,000",100
12836,"$25,000 under $50,000",90
12836,"$50,000 under $75,000",30
12836,"$75,000 under $100,000",20
12836,"$100,000 under $200,000",50
12836,"$200,000 or more",**
,,
12837,,360
12837,"$1 under $25,000",140
12837,"$25,000 under $50,000",110
12837,"$50,000 under $75,000",50
12837,"$75,000 under $100,000",30
12837,"$100,000 under $200,000",30
12837,"$200,000 or more",**
,,
12838,,310
12838,"$1 under $25,000",110
12838,"$25,000 under $50,000",80
12838,"$50,000 under $75,000",50
12838,"$75,000 under $100,000",30
12838,"$100,000 under $200,000",40
12838,"$200,000 or more",**
,,
12839,,"6,310"
12839,"$1 under $25,000",2570
12839,"$25,000 under $50,000",1780
12839,"$50,000 under $75,000",940
12839,"$75,000 under $100,000",560
12839,"$100,000 under $200,000",420
12839,"$200,000 or more",40
,,
12842,,610
12842,"$1 under $25,000",220
12842,"$25,000 under $50,000",160
12842,"$50,000 under $75,000",100
12842,"$75,000 under $100,000",70
12842,"$100,000 under $200,000",60
12842,"$200,000 or more",**
,,
12843,,270
12843,"$1 under $25,000",100
12843,"$25,000 under $50,000",70
12843,"$50,000 under $75,000",70
12843,"$75,000 under $100,000",**
12843,"$100,000 under $200,000",30
12843,"$200,000 or more",**
,,
12844,,140
12844,"$1 under $25,000",30
12844,"$25,000 under $50,000",30
12844,"$50,000 under $75,000",30
12844,"$75,000 under $100,000",**
12844,"$100,000 under $200,000",50
12844,"$200,000 or more",**
,,
12845,,"2,630"
12845,"$1 under $25,000",1060
12845,"$25,000 under $50,000",540
12845,"$50,000 under $75,000",330
12845,"$75,000 under $100,000",230
12845,"$100,000 under $200,000",350
12845,"$200,000 or more",120
,,
12846,,"1,590"
12846,"$1 under $25,000",590
12846,"$25,000 under $50,000",410
12846,"$50,000 under $75,000",260
12846,"$75,000 under $100,000",160
12846,"$100,000 under $200,000",170
12846,"$200,000 or more",**
,,
12847,,360
12847,"$1 under $25,000",130
12847,"$25,000 under $50,000",100
12847,"$50,000 under $75,000",60
12847,"$75,000 under $100,000",30
12847,"$100,000 under $200,000",40
12847,"$200,000 or more",**
,,
12849,,300
12849,"$1 under $25,000",120
12849,"$25,000 under $50,000",70
12849,"$50,000 under $75,000",30
12849,"$75,000 under $100,000",40
12849,"$100,000 under $200,000",40
12849,"$200,000 or more",**
,,
12850,,"1,380"
12850,"$1 under $25,000",390
12850,"$25,000 under $50,000",330
12850,"$50,000 under $75,000",220
12850,"$75,000 under $100,000",160
12850,"$100,000 under $200,000",220
12850,"$200,000 or more",60
,,
12851,,150
12851,"$1 under $25,000",70
12851,"$25,000 under $50,000",40
12851,"$50,000 under $75,000",20
12851,"$75,000 under $100,000",20
12851,"$100,000 under $200,000",**
12851,"$200,000 or more",**
,,
12852,,190
12852,"$1 under $25,000",60
12852,"$25,000 under $50,000",40
12852,"$50,000 under $75,000",40
12852,"$75,000 under $100,000",20
12852,"$100,000 under $200,000",30
12852,"$200,000 or more",**
,,
12853,,640
12853,"$1 under $25,000",280
12853,"$25,000 under $50,000",150
12853,"$50,000 under $75,000",90
12853,"$75,000 under $100,000",60
12853,"$100,000 under $200,000",60
12853,"$200,000 or more",**
,,
12855,,120
12855,"$1 under $25,000",40
12855,"$25,000 under $50,000",40
12855,"$50,000 under $75,000",20
12855,"$75,000 under $100,000",20
12855,"$100,000 under $200,000",**
12855,"$200,000 or more",0
,,
12857,,290
12857,"$1 under $25,000",120
12857,"$25,000 under $50,000",70
12857,"$50,000 under $75,000",40
12857,"$75,000 under $100,000",30
12857,"$100,000 under $200,000",30
12857,"$200,000 or more",**
,,
12859,,990
12859,"$1 under $25,000",310
12859,"$25,000 under $50,000",230
12859,"$50,000 under $75,000",160
12859,"$75,000 under $100,000",110
12859,"$100,000 under $200,000",180
12859,"$200,000 or more",**
,,
12860,,370
12860,"$1 under $25,000",150
12860,"$25,000 under $50,000",120
12860,"$50,000 under $75,000",40
12860,"$75,000 under $100,000",30
12860,"$100,000 under $200,000",30
12860,"$200,000 or more",**
,,
12861,,290
12861,"$1 under $25,000",100
12861,"$25,000 under $50,000",60
12861,"$50,000 under $75,000",40
12861,"$75,000 under $100,000",30
12861,"$100,000 under $200,000",60
12861,"$200,000 or more",**
,,
12863,,360
12863,"$1 under $25,000",110
12863,"$25,000 under $50,000",90
12863,"$50,000 under $75,000",50
12863,"$75,000 under $100,000",40
12863,"$100,000 under $200,000",70
12863,"$200,000 or more",**
,,
12865,,"1,580"
12865,"$1 under $25,000",610
12865,"$25,000 under $50,000",400
12865,"$50,000 under $75,000",250
12865,"$75,000 under $100,000",150
12865,"$100,000 under $200,000",140
12865,"$200,000 or more",30
,,
12866,,"19,630"
12866,"$1 under $25,000",5630
12866,"$25,000 under $50,000",3980
12866,"$50,000 under $75,000",2640
12866,"$75,000 under $100,000",2060
12866,"$100,000 under $200,000",3620
12866,"$200,000 or more",1700
,,
12870,,790
12870,"$1 under $25,000",300
12870,"$25,000 under $50,000",220
12870,"$50,000 under $75,000",120
12870,"$75,000 under $100,000",70
12870,"$100,000 under $200,000",60
12870,"$200,000 or more",20
,,
12871,,"1,990"
12871,"$1 under $25,000",690
12871,"$25,000 under $50,000",470
12871,"$50,000 under $75,000",300
12871,"$75,000 under $100,000",230
12871,"$100,000 under $200,000",260
12871,"$200,000 or more",40
,,
12873,,350
12873,"$1 under $25,000",120
12873,"$25,000 under $50,000",80
12873,"$50,000 under $75,000",70
12873,"$75,000 under $100,000",30
12873,"$100,000 under $200,000",50
12873,"$200,000 or more",**
,,
12878,,310
12878,"$1 under $25,000",140
12878,"$25,000 under $50,000",90
12878,"$50,000 under $75,000",40
12878,"$75,000 under $100,000",40
12878,"$100,000 under $200,000",**
12878,"$200,000 or more",0
,,
12883,,"2,280"
12883,"$1 under $25,000",930
12883,"$25,000 under $50,000",540
12883,"$50,000 under $75,000",350
12883,"$75,000 under $100,000",200
12883,"$100,000 under $200,000",230
12883,"$200,000 or more",30
,,
12885,,"2,200"
12885,"$1 under $25,000",970
12885,"$25,000 under $50,000",570
12885,"$50,000 under $75,000",290
12885,"$75,000 under $100,000",180
12885,"$100,000 under $200,000",170
12885,"$200,000 or more",20
,,
12886,,120
12886,"$1 under $25,000",50
12886,"$25,000 under $50,000",40
12886,"$50,000 under $75,000",**
12886,"$75,000 under $100,000",30
12886,"$100,000 under $200,000",**
12886,"$200,000 or more",**
,,
12887,,"2,200"
12887,"$1 under $25,000",870
12887,"$25,000 under $50,000",600
12887,"$50,000 under $75,000",340
12887,"$75,000 under $100,000",210
12887,"$100,000 under $200,000",180
12887,"$200,000 or more",**
,,
12901,,"14,430"
12901,"$1 under $25,000",5850
12901,"$25,000 under $50,000",3670
12901,"$50,000 under $75,000",1970
12901,"$75,000 under $100,000",1240
12901,"$100,000 under $200,000",1400
12901,"$200,000 or more",300
,,
12903,,820
12903,"$1 under $25,000",210
12903,"$25,000 under $50,000",200
12903,"$50,000 under $75,000",170
12903,"$75,000 under $100,000",100
12903,"$100,000 under $200,000",140
12903,"$200,000 or more",**
,,
12910,,730
12910,"$1 under $25,000",270
12910,"$25,000 under $50,000",210
12910,"$50,000 under $75,000",110
12910,"$75,000 under $100,000",80
12910,"$100,000 under $200,000",60
12910,"$200,000 or more",**
,,
12912,,980
12912,"$1 under $25,000",380
12912,"$25,000 under $50,000",280
12912,"$50,000 under $75,000",150
12912,"$75,000 under $100,000",90
12912,"$100,000 under $200,000",80
12912,"$200,000 or more",**
,,
12913,,550
12913,"$1 under $25,000",200
12913,"$25,000 under $50,000",140
12913,"$50,000 under $75,000",70
12913,"$75,000 under $100,000",80
12913,"$100,000 under $200,000",60
12913,"$200,000 or more",**
,,
12914,,330
12914,"$1 under $25,000",140
12914,"$25,000 under $50,000",90
12914,"$50,000 under $75,000",50
12914,"$75,000 under $100,000",30
12914,"$100,000 under $200,000",20
12914,"$200,000 or more",**
,,
12916,,910
12916,"$1 under $25,000",380
12916,"$25,000 under $50,000",240
12916,"$50,000 under $75,000",150
12916,"$75,000 under $100,000",90
12916,"$100,000 under $200,000",50
12916,"$200,000 or more",**
,,
12917,,600
12917,"$1 under $25,000",220
12917,"$25,000 under $50,000",160
12917,"$50,000 under $75,000",100
12917,"$75,000 under $100,000",70
12917,"$100,000 under $200,000",50
12917,"$200,000 or more",**
,,
12918,,"1,140"
12918,"$1 under $25,000",370
12918,"$25,000 under $50,000",300
12918,"$50,000 under $75,000",180
12918,"$75,000 under $100,000",130
12918,"$100,000 under $200,000",160
12918,"$200,000 or more",**
,,
12919,,"1,540"
12919,"$1 under $25,000",610
12919,"$25,000 under $50,000",360
12919,"$50,000 under $75,000",240
12919,"$75,000 under $100,000",150
12919,"$100,000 under $200,000",180
12919,"$200,000 or more",**
,,
12920,,"1,010"
12920,"$1 under $25,000",340
12920,"$25,000 under $50,000",260
12920,"$50,000 under $75,000",180
12920,"$75,000 under $100,000",100
12920,"$100,000 under $200,000",130
12920,"$200,000 or more",**
,,
12921,,"1,240"
12921,"$1 under $25,000",440
12921,"$25,000 under $50,000",290
12921,"$50,000 under $75,000",180
12921,"$75,000 under $100,000",140
12921,"$100,000 under $200,000",160
12921,"$200,000 or more",30
,,
12923,,220
12923,"$1 under $25,000",90
12923,"$25,000 under $50,000",60
12923,"$50,000 under $75,000",30
12923,"$75,000 under $100,000",20
12923,"$100,000 under $200,000",20
12923,"$200,000 or more",**
,,
12926,,890
12926,"$1 under $25,000",370
12926,"$25,000 under $50,000",270
12926,"$50,000 under $75,000",120
12926,"$75,000 under $100,000",70
12926,"$100,000 under $200,000",60
12926,"$200,000 or more",**
,,
12928,,910
12928,"$1 under $25,000",330
12928,"$25,000 under $50,000",240
12928,"$50,000 under $75,000",140
12928,"$75,000 under $100,000",90
12928,"$100,000 under $200,000",110
12928,"$200,000 or more",**
,,
12930,,280
12930,"$1 under $25,000",120
12930,"$25,000 under $50,000",70
12930,"$50,000 under $75,000",50
12930,"$75,000 under $100,000",40
12930,"$100,000 under $200,000",**
12930,"$200,000 or more",**
,,
12932,,650
12932,"$1 under $25,000",240
12932,"$25,000 under $50,000",170
12932,"$50,000 under $75,000",100
12932,"$75,000 under $100,000",70
12932,"$100,000 under $200,000",70
12932,"$200,000 or more",**
,,
12934,,400
12934,"$1 under $25,000",140
12934,"$25,000 under $50,000",110
12934,"$50,000 under $75,000",70
12934,"$75,000 under $100,000",50
12934,"$100,000 under $200,000",30
12934,"$200,000 or more",**
,,
12935,,660
12935,"$1 under $25,000",220
12935,"$25,000 under $50,000",180
12935,"$50,000 under $75,000",110
12935,"$75,000 under $100,000",70
12935,"$100,000 under $200,000",80
12935,"$200,000 or more",**
,,
12936,,340
12936,"$1 under $25,000",130
12936,"$25,000 under $50,000",80
12936,"$50,000 under $75,000",40
12936,"$75,000 under $100,000",40
12936,"$100,000 under $200,000",50
12936,"$200,000 or more",**
,,
12937,,590
12937,"$1 under $25,000",270
12937,"$25,000 under $50,000",140
12937,"$50,000 under $75,000",80
12937,"$75,000 under $100,000",40
12937,"$100,000 under $200,000",60
12937,"$200,000 or more",**
,,
12941,,660
12941,"$1 under $25,000",240
12941,"$25,000 under $50,000",180
12941,"$50,000 under $75,000",100
12941,"$75,000 under $100,000",70
12941,"$100,000 under $200,000",70
12941,"$200,000 or more",**
,,
12942,,330
12942,"$1 under $25,000",100
12942,"$25,000 under $50,000",80
12942,"$50,000 under $75,000",50
12942,"$75,000 under $100,000",40
12942,"$100,000 under $200,000",60
12942,"$200,000 or more",**
,,
12943,,220
12943,"$1 under $25,000",80
12943,"$25,000 under $50,000",50
12943,"$50,000 under $75,000",30
12943,"$75,000 under $100,000",30
12943,"$100,000 under $200,000",30
12943,"$200,000 or more",**
,,
12944,,"1,830"
12944,"$1 under $25,000",750
12944,"$25,000 under $50,000",490
12944,"$50,000 under $75,000",260
12944,"$75,000 under $100,000",170
12944,"$100,000 under $200,000",140
12944,"$200,000 or more",20
,,
12945,,330
12945,"$1 under $25,000",110
12945,"$25,000 under $50,000",80
12945,"$50,000 under $75,000",60
12945,"$75,000 under $100,000",40
12945,"$100,000 under $200,000",40
12945,"$200,000 or more",**
,,
12946,,"2,750"
12946,"$1 under $25,000",1030
12946,"$25,000 under $50,000",720
12946,"$50,000 under $75,000",380
12946,"$75,000 under $100,000",210
12946,"$100,000 under $200,000",290
12946,"$200,000 or more",120
,,
12950,,340
12950,"$1 under $25,000",140
12950,"$25,000 under $50,000",80
12950,"$50,000 under $75,000",50
12950,"$75,000 under $100,000",40
12950,"$100,000 under $200,000",30
12950,"$200,000 or more",0
,,
12952,,250
12952,"$1 under $25,000",90
12952,"$25,000 under $50,000",80
12952,"$50,000 under $75,000",40
12952,"$75,000 under $100,000",20
12952,"$100,000 under $200,000",20
12952,"$200,000 or more",**
,,
12953,,"4,790"
12953,"$1 under $25,000",2000
12953,"$25,000 under $50,000",1130
12953,"$50,000 under $75,000",700
12953,"$75,000 under $100,000",430
12953,"$100,000 under $200,000",450
12953,"$200,000 or more",80
,,
12955,,170
12955,"$1 under $25,000",70
12955,"$25,000 under $50,000",40
12955,"$50,000 under $75,000",30
12955,"$75,000 under $100,000",30
12955,"$100,000 under $200,000",**
12955,"$200,000 or more",**
,,
12956,,490
12956,"$1 under $25,000",190
12956,"$25,000 under $50,000",140
12956,"$50,000 under $75,000",80
12956,"$75,000 under $100,000",50
12956,"$100,000 under $200,000",30
12956,"$200,000 or more",0
,,
12957,,720
12957,"$1 under $25,000",330
12957,"$25,000 under $50,000",200
12957,"$50,000 under $75,000",110
12957,"$75,000 under $100,000",50
12957,"$100,000 under $200,000",30
12957,"$200,000 or more",**
,,
12958,,830
12958,"$1 under $25,000",300
12958,"$25,000 under $50,000",220
12958,"$50,000 under $75,000",110
12958,"$75,000 under $100,000",110
12958,"$100,000 under $200,000",90
12958,"$200,000 or more",**
,,
12959,,620
12959,"$1 under $25,000",230
12959,"$25,000 under $50,000",170
12959,"$50,000 under $75,000",100
12959,"$75,000 under $100,000",60
12959,"$100,000 under $200,000",60
12959,"$200,000 or more",**
,,
12960,,480
12960,"$1 under $25,000",170
12960,"$25,000 under $50,000",130
12960,"$50,000 under $75,000",80
12960,"$75,000 under $100,000",40
12960,"$100,000 under $200,000",60
12960,"$200,000 or more",**
,,
12961,,110
12961,"$1 under $25,000",40
12961,"$25,000 under $50,000",30
12961,"$50,000 under $75,000",20
12961,"$75,000 under $100,000",20
12961,"$100,000 under $200,000",**
12961,"$200,000 or more",0
,,
12962,,"2,620"
12962,"$1 under $25,000",800
12962,"$25,000 under $50,000",620
12962,"$50,000 under $75,000",420
12962,"$75,000 under $100,000",300
12962,"$100,000 under $200,000",430
12962,"$200,000 or more",50
,,
12965,,220
12965,"$1 under $25,000",100
12965,"$25,000 under $50,000",60
12965,"$50,000 under $75,000",30
12965,"$75,000 under $100,000",30
12965,"$100,000 under $200,000",**
12965,"$200,000 or more",**
,,
12966,,"1,210"
12966,"$1 under $25,000",490
12966,"$25,000 under $50,000",320
12966,"$50,000 under $75,000",210
12966,"$75,000 under $100,000",100
12966,"$100,000 under $200,000",90
12966,"$200,000 or more",**
,,
12967,,460
12967,"$1 under $25,000",180
12967,"$25,000 under $50,000",130
12967,"$50,000 under $75,000",70
12967,"$75,000 under $100,000",40
12967,"$100,000 under $200,000",40
12967,"$200,000 or more",**
,,
12969,,180
12969,"$1 under $25,000",70
12969,"$25,000 under $50,000",50
12969,"$50,000 under $75,000",30
12969,"$75,000 under $100,000",30
12969,"$100,000 under $200,000",**
12969,"$200,000 or more",**
,,
12970,,150
12970,"$1 under $25,000",50
12970,"$25,000 under $50,000",50
12970,"$50,000 under $75,000",20
12970,"$75,000 under $100,000",30
12970,"$100,000 under $200,000",**
